court_number_link,court_number,style_of_cause,nature_of_proceeding,re_link
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1875-95,T-1875-95,VISX INCORPORATED v. SUMMIT TECHNOLOGY INCORPORATED ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1875-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1876-95,T-1876-95,"VISX, INCORPORATED v. LASERSIGHT INCORPORATED ET AL",Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1876-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1874-95,T-1874-95,CHINA NAT. CEREALS OILS & FOODSTUFFS ET AL v. LOC SKY TRADING CO INC ET ALL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1874-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1863-95,T-1863-95,ERIC SKIBSTED ET AL v. THE RURAL MUNICIPALITY OF MINTO ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1863-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1859-95,T-1859-95,NOVOPHARM LTD. v. AKTIEBOLAGET ASTRA ET AL,S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1859-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1861-95,T-1861-95,INFORMATION BUYWAY INC. ET AL v. EICON TECHNOLOGY CORPORATION ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1861-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1867-95,T-1867-95,"ESTEE LAUDER, INC. v. THE COMMISSIONER OF PATENTS",Patent - Correction of Register,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1867-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1862-95,T-1862-95,NU-PHARM INC. v. JANSSEN PHARMACEUTICA NAAMLOZE VENNOOTSCHAP,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1862-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1856-95,T-1856-95,GLOBAL UPHOLSTERY COMPANY v. DSI UPHOLSTERY INC.,Industrial Design Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1856-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1855-95,T-1855-95,LAPOINTE ROSENSTEIN v. THE BUM WRAP CLOTHING STORE LTD. ET AL,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1855-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1839-95,T-1839-95,STANDARD KNICKERBOCKER LTD. c. PEARLMAN'S LADIES WEAR LTD.,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1839-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1841-95,T-1841-95,SOURCE SERVICES CORPORATION v. SOURCE PERSONNEL INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1841-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1584-95,T-1584-95,FOSECO TRADING AG v. THE COMMISSIONER OF PATENTS,Patent - Correction of Register,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1584-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1805-95,T-1805-95,CAMROST YORK DEVELOPMENTS CORP. v. W.T.C. WORLD TRADE CENTRES ET AL,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1805-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1800-95,T-1800-95,EFFEM FOODS LTD. v. CONCORD CONFECTIONS INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1800-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1796-95,T-1796-95,ADIDAS (CANADA) LIMITED v. GOLDSTAR DESIGN LTD. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1796-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1792-95,T-1792-95,DECOKING DESCALING TECHNOLOGY INC v. HYDRO KLEEN SYSTEMS INC ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1792-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1773-95,T-1773-95,OXFORD DEVELOPMENT GROUP INC. v. EDITH TAM C.O.B. OXFORD PROPERTY MANAGEMENT,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1773-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1765-95,T-1765-95,CANADIAN DENTAL SERVICE PLANS INC. v. NORTH AMERICAN AIR TRAVEL ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1765-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1763-95,T-1763-95,VINELAND ESTATES WINERY LIMITED v. CASK BREWING SYSTEMS INC.,Trade Mark - Passing Off,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1763-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1760-95,T-1760-95,CONSTANTINOS J. JOANNOU v. ENGINEERING DYNAMICS LTD.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1760-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1751-95,T-1751-95,DOLOMITE HOME CARE PRODUCTS INC. ET AL v. WALKERWORKS MANUFACTURING INC.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1751-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1726-95,T-1726-95,ICI PAINTS (CANADA) INC. ET AL v. MULTIBOND INC.,Trade Mark - Passing Off,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1726-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1700-95,T-1700-95,DELRINA (CANADA) CORPORATION ET AL v. CRAZY IRVING INC./LE FOU IRVING INC.,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1700-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1694-95,T-1694-95,SONY MUSIC ENTERTAINMENT (CANADA) INC. v. LE SUPERCLUB VIDÉOTRON LTEE ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1694-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1701-95,T-1701-95,LUCASARTS ENTERTAINMENT COMPANY ET AL v. GAMETRONICS CANADA INC. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1701-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1699-95,T-1699-95,DELRINA (CANADA) CORPORATION ET AL v. JUMBO SOFTWARE INC. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1699-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1686-95,T-1686-95,ADIDAS (CANADA) LIMITED v. STEVE WONG ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1686-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1687-95,T-1687-95,GREENPARK HOLDINGS INC. v. GREENBANK REALTY SERVICES CORP.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1687-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1646-95,T-1646-95,"ASSE INTERNATIONAL, INC. ET AL v. SVENSKA STATENS SPRAKRESOR, AB",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1646-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1639-95,T-1639-95,DR. BRUCE BALL v. ALL CRANE INSPECTION BUREAU LTD. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1639-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1627-95,T-1627-95,TIFFANY AND COMPANY v. TIFFANY GIFTS & SOUVENIRS ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1627-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1624-95,T-1624-95,URSULA MEDLEY v. MARK CONSIGLIO ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1624-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1628-95,T-1628-95,"PENTHOUSE INTERNATIONAL, LTD ET AL v. PH/AMC VIDEO MARKETING INC, ET AL",Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1628-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1626-95,T-1626-95,"PENTHOUSE INTERNATIONAL, LTD. ET AL v. MILE HIGH VIDEO INC. ET AL",Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1626-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1623-95,T-1623-95,"INTERNATIONAL CREATIVE MANAGEMENT, INC. ET AL v. CHARLES PEART (ICM AGENCY)",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1623-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1619-95,T-1619-95,STAR PRESSE (S.A.) v. ATTORNEY GENERAL OF CANADA ET AL,S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1619-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1601-95,T-1601-95,FALLSTOP INC. v. LES EQUIPMENTS DE SECURITE ARKON INC. ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1601-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1604-95,T-1604-95,"ILLVA SARONNO SPA v. PRIVILEGIATA FABRICA MARASCHINO ""EXCELSIOR"" ET AL",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1604-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1587-95,T-1587-95,"TENDER LOVING THINGS, INC ET AL v. DOCTOR JOY",Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1587-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1585-95,T-1585-95,RAINBOW INT'L CARPET DYEING & CLEANING CO. ET AL v. DOUGLAS W. CLARK ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1585-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1580-95,T-1580-95,THE TDL GROUP LTD v. POPTART AND JOHN DOE AND JANE DOE,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1580-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1572-95,T-1572-95,POWERS FASTENING INC. ET AL v. COBRA FIXATION COMPAGNIE LTÉE.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1572-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1573-95,T-1573-95,LOWNEY INC v. LIFE SAVER ASH TRAY COMPANY INC,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1573-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1568-95,T-1568-95,EXXON CORPORATION v. EXXADON TECHNOLOGY CORPORATION,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1568-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1564-95,T-1564-95,88766 CANADA INC. v. CHAMPION PRODUCTS INC.,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1564-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1563-95,T-1563-95,"AUTODESK, INC. ET AL v. KELLAM BERG ENGINEERING & SURVEYS LTD.",Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1563-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1524-95,T-1524-95,NAIL QUEEN LTD. v. DEBORAH BAKER AND SHANE BAKER,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1524-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1511-95,T-1511-95,"BRASSTECH, INCORPORATED v. BRASSTEC INDUSTRIES INC.",Trade Mark - Passing Off,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1511-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1502-95,T-1502-95,B.A.G. CORP. v. QUATREX ENVIRONNEMENT INC.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1502-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1471-95,T-1471-95,LES INVENTIONS MORIN INC. ET AL c. MÉTALLISATION DU NORD INC.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1471-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1469-95,T-1469-95,THE FORZANI GROUP LTD. v. THE LOCKER ROOM CANADA LTD. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1469-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1398-95,T-1398-95,LES INVENTIONS MORIN INC ET AL c. GILBERT TECH INC,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1398-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1463-95,T-1463-95,QUADCO EQUIPMENT INC. c. GILBERT TECH. INC.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1463-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1458-95,T-1458-95,AIRCRAFT TECHNICAL PUBLISHERS v. ATP AERO TRAINING PRODUCTS INC.,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1458-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1453-95,T-1453-95,I.D.T. WORLDWIDE INC. v. BOUTIQUE TRISTAN & ISEUT INC.,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1453-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1440-95,T-1440-95,SUPREME INTERNATIONAL CORPORATION v. ALPHI APPAREL GROUP INC.,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1440-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1427-95,T-1427-95,IMPERIAL PARKING LIMITED v. LES BARRINGTON ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1427-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1425-95,T-1425-95,AUDI AKTIENGESELLSCHAFT ET AL v. DENNIS PERIC C.O.B. AUTO DEN SERVICE CENTRE,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1425-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1426-95,T-1426-95,VOLKSWAGEN AKTIENGESELLSCHAFT ET AL v. STREETSVILLE TIRE LTD.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1426-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1408-95,T-1408-95,ASIAN VIDEO MOVIES WHOLESALER INC v. WEST END VIDEO FILMS ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1408-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1411-95,T-1411-95,DE JAY CORPORATION v. GRACIOUS LIVING INDUSTRIES INC.,Trade Mark - Passing Off,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1411-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1402-95,T-1402-95,QUALITY GOODS IMD INC. v. RSM INTERNATIONAL ACTIVE WEAR INC. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1402-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1384-95,T-1384-95,SNAP EDGE CORPORATION v. LABON INC.,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1384-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1377-95,T-1377-95,THE WALT DISNEY COMPANY ET AL v. LES CHOCOLATS VADEBONCOEUR INC. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1377-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1371-95,T-1371-95,"PAVE TECH, INC. v. DECRA-LOC CANADA LTD.",Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1371-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1344-95,T-1344-95,DIFFUSION BEL-GAM INC. c. CONRAD DUBOIS (CONFECTION CONRAD ENR.),Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1344-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1299-95,T-1299-95,PFIZER CANADA INC. ET AL  v. NU-PHARM INC. ET AL,S. 18.1 Patented Medicines (Notice of Compliance) Regulations,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1299-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1284-95,T-1284-95,1036029 ONTARIO LIMITED v. CROWN LIFE INSURANCE COMPANY ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1284-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1269-95,T-1269-95,HANOVER KITCHENS (CANADA) INC. v. THE KITCHEN DESIGNERS GALLERY INC. ET AL.,Trade Mark - Passing Off,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1269-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1209-95,T-1209-95,COOKS CLUB INC v. PORT-STYLE ENTERPRISES INC ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1209-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1217-95,T-1217-95,EXCELLED SHEEPSKIN & LEATHER COAT CORP ET AL v. YM INC. (SALES) ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1217-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1197-95,T-1197-95,CHAMPION PRODUCTS INC. ET AL v. LES PANTALONS PACIFIC CIE INC. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1197-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1182-95,T-1182-95,SUNBEAM PRODUCTS INC. v. MISTER COFFEE & SERVICES INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1182-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1191-95,T-1191-95,TUBE-O-LATOR INC. ET AL v. HARRY PEETERS,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1191-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1189-95,T-1189-95,LEVI STRAUSS & CO. ET AL v. VETEMENTS OCEAN CANADA LTEE ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1189-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1181-95,T-1181-95,INDIAN MANUFACTURING LTD. ET AL v. KIN MING LO PHILLIP BANNON ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1181-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1180-95,T-1180-95,INDIAN MANUFACTURING LIMITED ET AL v. ENTRE-PEAUX CUIR DESIGN ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1180-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1173-95,T-1173-95,AIR MILES INTERNATIONAL HOLDINGS N.V. v. OLSON REALTY CORPORATION ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1173-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1157-95,T-1157-95,JIM SCHARF HOLDINGS LTD v. MARK SULLIVAN ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1157-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1154-95,T-1154-95,BARRIER SYSTEMS INC. v. GILLES RICHER ET AL,Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1154-95&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1158-95,T-1158-95,PREMIER SCHOOL AGENDAS LTD. v. D.W. FRIESEN & SONS LTD. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1158-95&select_court=T
