court_number_link,court_number,style_of_cause,nature_of_proceeding,re_link
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-875-18,T-875-18,TRADE SECRETS P.I. Inc ET AL v. BEAUTY EXPRESS CANADA INC. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-875-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-866-18,T-866-18,GREEN BRANDS LLC ET AL v LIVEWELL FOODS CANADA INC,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-866-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-859-18,T-859-18,APP GROUP (CANADA) INC.v. LES MODES 3R INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-859-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-835-18,T-835-18,"ABRAXIS BIOSCIENCE, LLC ET AL v. PANACEA BIOTEC LTD.",Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-835-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-823-18,T-823-18,HOFFMAN-LA ROCHE LIMITED ET AL v. SANDOZ CANADA INC.,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-823-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-846-18,T-846-18,"RED WING SHOE COMPANY, INC. ET AL v. RALPH GRAEME HILL ET AL",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-846-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-825-18,T-825-18,HOFFMAN-LA ROCHE LIMITED ET AL v. SANDOZ CANADA INC.,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-825-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-826-18,T-826-18,HOFFMAN-LA ROCHE LIMITED ET AL v. SANDOZ CANADA INC.,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-826-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-824-18,T-824-18,HOFFMAN-LA ROCHE LIMITED ET AL v. SANDOZ CANADA INC.,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-824-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-847-18,T-847-18,ABS-CBN CORPORATION ET AL v. DAZCON INC. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-847-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-794-18,T-794-18,THE ROYAL CANADIAN LEGION v. MEMORIES OF DAYS GONE BY NOVELTIES & TRINKETS,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-794-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-778-18,T-778-18,MARS CANADA INC. V. BLUE BUFFALO CO.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-778-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-769-18,T-769-18,METHOD INVESTMENT GROUP INC. et al v. JAY DUNCAN PATTERSON et al,S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-769-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-751-18,T-751-18,SALVATORE FERRAGAMO S.P.A. v. 4UTONY MEGA LINK ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-751-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-756-18,T-756-18,CPU MASTER FRANCHISE CORP. et al v. MUHAMMAD FAHAD et al.,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-756-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-733-18,T-733-18,"PINOVA, INC. ET AL v. HERCULES INCORPORATED",Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-733-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-723-18,T-723-18,TR WESTCAN INC. v. SHEFFIELD MOVING AND STORAGE INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-723-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-727-18,T-727-18,NOVO NORDISK CANADA INC. v. TEVA CANADA LTD. & MOH,S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-727-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-709-18,T-709-18,"THESCORE, INC v. UNITERRUPTED LLC",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-709-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-691-18,T-691-18,"RE/MAX, LLC v. ROYAL LEPAGE VISION REALTY, ASGHER NAQVI AND DALJINDER GILL",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-691-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-695-18,T-695-18,NATHANIAL ROOYAKKERS v. ASPEN RIDGE HOMES LTD. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-695-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-688-18,T-688-18,HUGO BOSS TRADE MARK MANAGEMENT GMBH & CO. KG ET AL v. JANE DOE ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-688-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-662-18,T-662-18,BLACK BRIDGE BREWING LTD v. BLACK BRIDGE BREWING COMPANY G.P.,S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-662-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-666-18,T-666-18,BAYER INC. et al v. JAMP PHARMA CORP.,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-666-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-670-18,T-670-18,RECEIVABLES MANAGEMENT ASSOCIATION OF CANADA INC. v. RECEIVABLES MANAGEMENT,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-670-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-648-18,T-648-18,BENCHMARK SIGNATURE REALTY INC. v. 2558258 ONTARIO INC ET AL,Intellectual Property - Other Applications under the Rules,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-648-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-641-18,T-641-18,SHIRE LLC AND SHIRE PHARMA CANADA ULC v. APOTEX INC.,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-641-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-640-18,T-640-18,"ARROWARE INDUSTRIES, INC. v. HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP",Copyright Infringement [Applications],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-640-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-577-18,T-577-18,CANADIAN STANDARDS ASSOCIATION v. P.S. KNIGHT CO. LTD. ET AL,Copyright Infringement [Applications],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-577-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-562-18,T-562-18,ISAAC BENNET SALES AGENCIES INC. v. ARCADIA GROUP BRANDS LIMITED,Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-562-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-548-18,T-548-18,LOBLAWS INC. v. COLUMBIA INSURANCE COMPANY ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-548-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-533-18,T-533-18,STARBUCKS CORPORATION v FRESHLY SQUEEZED FRANCHISE JUICE CORPORATION,Copyright Infringement [Applications],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-533-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-517-18,T-517-18,JERUSALEM RESTAURANT LIMITED v. JERUSALEM FOOD MARKET LTD. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-517-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-503-18,T-503-18,ALLERGAN INC. ET AL v. TILLOTS PHARMA AG,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-503-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-452-18,T-452-18,KHI CAPITAL INC and other v GIATEC SCIENTIFIC INC and other,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-452-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-443-18,T-443-18,CONSUMER CHOICE AWARD INC. v. THE CRACK DOCTOR WATERPROOFING GROUP INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-443-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-442-18,T-442-18,C.C. JENTSCH CELLARS INC. v. O'ROURKE FAMILY VINEYARDS LTD. et al,S. 18.1 Application for Judicial Review,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-442-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-433-18,T-433-18,MONSTER ENERGY COMPANY v. INTEGRATED SUPPLY NETWORK LLC ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-433-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-419-18,T-419-18,LEAFORD LEWIS A.K.A. CAN-I-BUS ET AL. v. HER MAJESTY THE QUEEN,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-419-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-423-18,T-423-18,9288-4030 QUÉBEC INC. C. DANIEL LAPOINTE ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-423-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-401-18,T-401-18,HOFFMANN-LA ROCHE LIMITED ET AL v. PFIZER CANADA INC.,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-401-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-402-18,T-402-18,HOFFMANN-LA ROCHE LIMITED ET AL v. PFIZER CANADA INC.,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-402-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-378-18,T-378-18,BRUTUS BEVERAGES INC. v. STEVE WALKER ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-378-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-353-18,T-353-18,JANSSEN INC. ET AL v. TEVA CANADA LIMITED,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-353-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-310-18,T-310-18,CHANEL LIMITED and others v ZAIN MALIK and others,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-310-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-306-18,T-306-18,DOTCHIRNE PIDPRIEMSTVO KONDITERSKA KORPORATZIA ROSHEN v. FERRERO S.p.A,Trade Mark Opposition,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-306-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-252-18,T-252-18,GOODFELLAS BARBERSHOP INC. v. GOODFELLAS BARBERSHOP LTD.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-252-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-250-18,T-250-18,"HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP v. ARROWARE INDUSTRIES, INC.",Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-250-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-222-18,T-222-18,"SPIN MASTER LTD. v. ALPHA GROUP US, LLC",Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-222-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-218-18,T-218-18,"EDIBLE IP, LLC ET AL v. VAAV AND JOHN DOE",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-218-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-199-18,T-199-18,"BON APPETIT DANISH, INC. ET AL. v. 2168587 ONTARIO LTD.",Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-199-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-188-18,T-188-18,SALVATORE FERRAGAMO S.P.A. v. MARVELOUS CREATIONS et.al.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-188-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-157-18,T-157-18,WIRELESS RESIDENT NURSE ALERT TECHNOLOGY INC. ET AL. v. AUSTCO... ET AL.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-157-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-149-18,T-149-18,UNIVERSAL PROTEIN SUPPLEMENTS CORP. v. H. YOUNG (OPERATIONS) LTD.,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-149-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-150-18,T-150-18,UNIVERSAL PROTEIN SUPPLEMENTS CORPORATION v. H. YOUNG (OPERATIONS LIMITED,Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-150-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-114-18,T-114-18,SOCAN v. 1910851 ONTARIO INC. ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-114-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-94-18,T-94-18,DISCOUNT CAR & TRUCK RENTALS LIMITED v. DISCOUNT CAR RENTAL CORP,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-94-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-96-18,T-96-18,"EDIBLE IP, LLC ET AL v. ROYAL PIONEER DOOR AND WINDOW INC.ET AL",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-96-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-81-18,T-81-18,"CWI, INC. v. THOMPSON DORFMAN SWEATMAN LLP et. al.",Trade Mark - Appeal of a decision of the Registrar,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-81-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-79-18,T-79-18,THE REGISTRAR OF TRADEMARKS v. CARTIER INTERNATIONAL AG,Trade Mark - Correction of Register,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-79-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-39-18,T-39-18,MARLBORO CANADA LIMITED ET AL. v. PHILIP MORRIS BRANDS SARL ET AL.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-39-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-33-18,T-33-18,8073902 CANADA INC. ET AL v. GLEN E. VARDY,Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-33-18&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2089-17,T-2089-17,LOUIS VUITTON MALLETIER S.A. ET AL v. NATALIE MARY TOBEY,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2089-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2085-17,T-2085-17,"CELINE, SOCIETE ANONYME v. NATALIE MARY TOBEY AKA NATALIE HENRIE",Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2085-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2080-17,T-2080-17,MAINSTREET EQUITY CORP. v. CANADIAN MORTGAGE CAPITAL CORPORATION ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2080-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-2088-17,T-2088-17,"CHRISTIAN DIOR COUTURE, S.A. v. NATALIE MARY TOBEY aka NATALIE HENRIE",Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-2088-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1993-17,T-1993-17,"ESPERANCE PHARMACEUTICALS, INC. v. CANADA (COMMISSIONER OF PATENTS)",Patent - Correction of Register,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1993-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1988-17,T-1988-17,SOPHIE LA GIRAFE S.A.S. v. THE ORIGINAL TOY CORP INC. et al,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1988-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1981-17,T-1981-17,FAIRMONT HOTELS INC. v. FAIRMONT GRILL INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1981-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1965-17,T-1965-17,WAEL MAGED BADAWY v. MINISTER OF JUSTICE AND AGC ET AL,Copyright Infringement [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1965-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1964-17,T-1964-17,WAEL MAGED BADAWY v. INTELLIVIEW TECHNOLOGIES INC. ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1964-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1921-17,T-1921-17,GENENTECH INC ET AL v. AMGEN CANADA INC,Patented Medicines (NOC) Regulations [Actions],http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1921-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1912-17,T-1912-17,BURBERRY LIMITED et al v. HARINDER SINGH GROVER et al,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1912-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1906-17,T-1906-17,MEDISCA PHARMACEUTIQUE INC. v. MAXIMA PHARMACEUTICALS INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1906-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1891-17,T-1891-17,HERCULES SLR INC. v. NORTH ATLANTIC MARINE SUPPLIES AND SERVICES INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1891-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1883-17,T-1883-17,GLOBAL EDUCATION CITY MANAGEMENT CORP. v. NEW CONTINENTAL DEVELOPMENTS INC.,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1883-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1876-17,T-1876-17,HUGO BOSS TRADE MARK MANAGEMENT GMBH& CO.KG ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1876-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1859-17,T-1859-17,"MILLENNIUM PHARMACEUTICALS, INC. ET AL. v. INNOMAR STRATEGIES INC. ET AL.",Patent Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1859-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1860-17,T-1860-17,PARFUMS CHRISTIAN DIOR ET AL v. HARINDER SINGH GROVER ET AL,Trade Mark Infringement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1860-17&select_court=T
http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_moreInfo_e.php?court_no=T-1844-17,T-1844-17,"ATTRACTION INC. c. ETHIKA, INC.",Trade Mark Expungement,http://apps.fct-cf.gc.ca/pq/IndexingQueries/infp_RE_info_e.php?court_no=T-1844-17&select_court=T
